ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NUMBER,CALLED_NUMBER,START_DATE,END_DATE,DURATION,CITY,STATE,ADDRESS,CELL_SITE
551,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,52(572)373-3046,1656512459,1656514673,2214,Fullerton,California,"61 Washington Parkway",12
552,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,976(411)733-8335,1638437646,1638441178,3532,Lancaster,California,"646 Carpenter Plaza",23
553,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,86(806)191-7196,1640688257,1640689078,821,Fullerton,California,"54 Kropf Circle",9
554,"Charin Wass",Charin,Wass,48(171)207-5006,7(615)844-9516,1657824289,1657826931,2642,Berkeley,California,"0 Pennsylvania Street",42
555,"Weston Olley",Weston,Olley,86(130)252-5866,850(839)808-5074,1655699878,1655704211,4333,Richmond,California,"75 Talmadge Place",20
556,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,63(519)969-3726,1635596645,1635600774,4129,"San Francisco",California,"1 Prairieview Lane",21
557,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,7(400)194-7922,1636256256,1636259428,3172,Irvine,California,"5578 Hoffman Trail",40
558,"Weston Olley",Weston,Olley,86(130)252-5866,62(895)811-6103,1635068624,1635071821,3197,"San Francisco",California,"447 Dexter Crossing",32
559,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,52(572)373-3046,1632891714,1632894642,2928,Fresno,California,"5536 Grasskamp Junction",50
560,"Charin Wass",Charin,Wass,48(171)207-5006,48(855)199-5680,1642104277,1642105106,829,Sacramento,California,"4 Corry Park",37
561,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,62(895)811-6103,1656760602,1656764763,4161,Irvine,California,"6642 Rowland Junction",30
562,"Wat Annetts",Wat,Annetts,66(804)389-7926,66(191)311-1807,1653253524,1653253659,135,"Santa Monica",California,"669 Banding Drive",13
563,"Wat Annetts",Wat,Annetts,66(804)389-7926,63(529)477-0399,1639395114,1639395379,265,Petaluma,California,"22898 Moulton Terrace",48
564,"Alair Harower",Alair,Harower,230(952)254-2856,46(512)805-0306,1640209684,1640212841,3157,Stockton,California,"647 Larry Park",44
565,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,593(218)348-7628,1638645058,1638646269,1211,"San Francisco",California,"2 New Castle Road",25
566,"Elroy Kohrding",Elroy,Kohrding,7(342)124-4818,593(218)348-7628,1656863268,1656866286,3018,Fullerton,California,"61 Washington Parkway",12
567,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,27(733)395-8992,1642584693,1642587772,3079,Irvine,California,"5578 Hoffman Trail",40
568,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,30(510)813-2489,1643028405,1643029537,1132,"San Diego",California,"60354 Monica Crossing",38
569,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,593(218)348-7628,1647625535,1647629047,3512,"Long Beach",California,"52 Arizona Parkway",43
570,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,30(510)813-2489,1655387936,1655389296,1360,"San Francisco",California,"447 Dexter Crossing",32
571,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,63(519)969-3726,1643646078,1643647634,1556,Oakland,California,"0443 Mesta Trail",28
572,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,48(457)911-6423,1653778508,1653779864,1356,"Los Angeles",California,"01978 Susan Pass",6
573,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,63(519)969-3726,1657425588,1657426051,463,"Huntington Beach",California,"55729 Luster Drive",11
574,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,66(191)311-1807,1631148288,1631152591,4303,"Santa Monica",California,"669 Banding Drive",13
575,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,971(419)560-7528,1645900783,1645901523,740,"Long Beach",California,"50207 Riverside Alley",10
576,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,52(572)373-3046,1640303537,1640307020,3483,Petaluma,California,"22898 Moulton Terrace",48
577,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,48(634)965-2665,1647268439,1647272968,4529,"Los Angeles",California,"854 Corscot Parkway",8
578,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,7(707)282-7580,1652887917,1652892650,4733,"Los Angeles",California,"854 Corscot Parkway",8
579,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,46(512)805-0306,1637718716,1637720556,1840,"San Bernardino",California,"7712 Chive Park",15
580,"Frank Bardill",Frank,Bardill,51(336)334-1278,850(839)808-5074,1649538589,1649541391,2802,Fresno,California,"5536 Grasskamp Junction",50
581,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,84(866)126-6246,1629796272,1629797957,1685,Irvine,California,"5578 Hoffman Trail",40
582,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,33(819)524-5775,1639350726,1639354924,4198,"San Francisco",California,"1 Prairieview Lane",21
583,"Binni Rumming",Binni,Rumming,62(579)581-9409,356(123)992-0999,1636873386,1636875900,2514,"San Bernardino",California,"7712 Chive Park",15
584,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,55(387)322-6848,1642913591,1642917186,3595,"San Diego",California,"3 Thierer Pass",19
585,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,356(123)992-0999,1658571158,1658571646,488,"San Francisco",California,"447 Dexter Crossing",32
586,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,234(685)245-1915,1645106501,1645111366,4865,Irvine,California,"5578 Hoffman Trail",40
587,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,48(634)965-2665,1636904390,1636906526,2136,Oakland,California,"85369 Independence Lane",16
588,"Frank Bardill",Frank,Bardill,51(336)334-1278,86(317)385-0181,1643324932,1643325757,825,"Long Beach",California,"50207 Riverside Alley",10
589,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,30(510)813-2489,1652685831,1652687313,1482,Oakland,California,"0443 Mesta Trail",28
590,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,48(457)911-6423,1634611644,1634614077,2433,Richmond,California,"7 Memorial Trail",18
591,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,976(411)733-8335,1631696126,1631697742,1616,"Los Angeles",California,"854 Corscot Parkway",8
592,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,46(227)770-6685,1635555162,1635555646,484,"San Diego",California,"60354 Monica Crossing",38
593,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,351(280)695-9593,1630195271,1630198602,3331,"Long Beach",California,"678 Elgar Terrace",1
594,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,62(869)779-9681,1637981593,1637982654,1061,Irvine,California,"6642 Rowland Junction",30
595,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,356(123)992-0999,1646892337,1646896704,4367,Oakland,California,"85369 Independence Lane",16
596,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,63(529)477-0399,1659796160,1659799597,3437,Sacramento,California,"4 Lunder Lane",35
597,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,52(572)373-3046,1651009771,1651014327,4556,"Los Angeles",California,"01978 Susan Pass",6
598,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,234(685)245-1915,1660008076,1660009646,1570,"San Francisco",California,"1 Prairieview Lane",21
599,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,234(735)131-5980,1633072204,1633076665,4461,Berkeley,California,"0 Pennsylvania Street",42
600,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,7(180)359-2018,1657681753,1657684635,2882,Berkeley,California,"0 Pennsylvania Street",42
601,"Weston Olley",Weston,Olley,86(130)252-5866,46(295)230-5292,1647275827,1647277731,1904,"Redwood City",California,"9624 2nd Terrace",33
602,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,48(634)965-2665,1657890453,1657890941,488,"Los Angeles",California,"8 Esch Street",49
603,"Frank Bardill",Frank,Bardill,51(336)334-1278,86(661)667-6074,1642677857,1642680611,2754,"San Diego",California,"60354 Monica Crossing",38
604,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,963(417)537-8882,1629827355,1629830310,2955,Berkeley,California,"0 Pennsylvania Street",42
605,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,7(512)226-1547,1657091838,1657095402,3564,"San Jose",California,"7161 Division Park",26
606,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,356(123)992-0999,1641076769,1641077450,681,"Long Beach",California,"50207 Riverside Alley",10
607,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,33(831)446-5581,1634945962,1634950426,4464,"San Francisco",California,"1 Prairieview Lane",21
608,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,84(866)126-6246,1653461943,1653465059,3116,Sacramento,California,"4 Lunder Lane",35
609,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,356(123)992-0999,1659159049,1659163117,4068,Berkeley,California,"0 Pennsylvania Street",42
610,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,63(519)969-3726,1639964409,1639968819,4410,Pasadena,California,"42482 Scott Court",2
611,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,46(295)230-5292,1635331703,1635334525,2822,Oakland,California,"0443 Mesta Trail",28
612,"Rube Patshull",Rube,Patshull,27(692)289-3868,7(180)359-2018,1654899695,1654901481,1786,Sacramento,California,"6357 Northwestern Pass",36
613,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,62(869)779-9681,1660082722,1660084887,2165,"San Francisco",California,"60 Fisk Way",45
614,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,27(733)395-8992,1636764518,1636767208,2690,"San Diego",California,"60354 Monica Crossing",38
615,"Waring Mordy",Waring,Mordy,62(922)388-7545,7(180)359-2018,1640396338,1640397663,1325,Glendale,California,"0908 Basil Point",7
616,"Rebekkah Jukubczak",Rebekkah,Jukubczak,351(774)585-7547,63(529)477-0399,1659806774,1659807199,425,"Long Beach",California,"52 Arizona Parkway",43
617,"Rube Patshull",Rube,Patshull,27(692)289-3868,55(387)322-6848,1645786274,1645787176,902,Irvine,California,"5578 Hoffman Trail",40
618,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,84(866)126-6246,1655250687,1655251048,361,"San Diego",California,"60354 Monica Crossing",38
619,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,27(733)395-8992,1657326053,1657329721,3668,Sacramento,California,"4 Corry Park",37
620,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,55(387)322-6848,1632342528,1632343099,571,"Long Beach",California,"50207 Riverside Alley",10
621,"Binni Rumming",Binni,Rumming,62(579)581-9409,593(218)348-7628,1654109539,1654112391,2852,"Long Beach",California,"678 Elgar Terrace",1
622,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,63(529)477-0399,1647866981,1647868478,1497,"San Francisco",California,"1 Prairieview Lane",21
623,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,86(567)852-1792,1649350134,1649352465,2331,Irvine,California,"6642 Rowland Junction",30
624,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,86(661)667-6074,1647268316,1647270713,2397,"Long Beach",California,"94032 Alpine Center",41
625,"Frank Bardill",Frank,Bardill,51(336)334-1278,62(500)122-2049,1648548743,1648549032,289,"San Jose",California,"7161 Division Park",26
626,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,62(895)811-6103,1654236280,1654236624,344,"Long Beach",California,"52 Arizona Parkway",43
627,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,86(661)667-6074,1657322500,1657322987,487,Irvine,California,"6642 Rowland Junction",30
628,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,27(733)395-8992,1660099520,1660104119,4599,Irvine,California,"5578 Hoffman Trail",40
629,"Waring Mordy",Waring,Mordy,62(922)388-7545,7(400)194-7922,1657937547,1657937843,296,Fullerton,California,"61 Washington Parkway",12
630,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,234(735)131-5980,1644352673,1644356993,4320,"Santa Monica",California,"669 Banding Drive",13
631,"Elroy Kohrding",Elroy,Kohrding,7(342)124-4818,33(819)524-5775,1642625413,1642627806,2393,Berkeley,California,"0 Pennsylvania Street",42
632,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,86(722)958-3884,1652762392,1652763129,737,Stockton,California,"647 Larry Park",44
633,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,48(855)199-5680,1633091870,1633095008,3138,Carlsbad,California,"2747 Russell Hill",34
634,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,48(855)199-5680,1645070416,1645074201,3785,"Los Angeles",California,"01978 Susan Pass",6
635,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,66(191)311-1807,1650470653,1650474357,3704,"Los Angeles",California,"8 Esch Street",49
636,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,33(350)921-2235,1640924557,1640928644,4087,Fullerton,California,"61 Washington Parkway",12
637,"Charin Wass",Charin,Wass,48(171)207-5006,33(831)446-5581,1643598502,1643599944,1442,"Long Beach",California,"50207 Riverside Alley",10
638,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,55(387)322-6848,1630710730,1630713182,2452,Fullerton,California,"61 Washington Parkway",12
639,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,30(510)813-2489,1632339882,1632341465,1583,"San Bernardino",California,"7712 Chive Park",15
640,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,963(417)537-8882,1657086892,1657090010,3118,"San Diego",California,"3 Thierer Pass",19
641,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,86(806)191-7196,1632943049,1632946358,3309,"San Jose",California,"7161 Division Park",26
642,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,27(733)395-8992,1655222912,1655224359,1447,Irvine,California,"6642 Rowland Junction",30
643,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,48(634)965-2665,1652545956,1652547377,1421,"San Diego",California,"337 Welch Trail",39
644,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,62(895)811-6103,1638801087,1638803171,2084,"Santa Cruz",California,"0 Dapin Alley",29
645,"Florie Satchell",Florie,Satchell,52(586)779-1666,62(500)122-2049,1643450518,1643450700,182,"San Bernardino",California,"7712 Chive Park",15
646,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,46(295)230-5292,1647447408,1647450035,2627,"Santa Cruz",California,"0 Dapin Alley",29
647,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,356(123)992-0999,1652732314,1652733850,1536,Irvine,California,"6642 Rowland Junction",30
648,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,86(722)958-3884,1643447013,1643448208,1195,"Redwood City",California,"9624 2nd Terrace",33
649,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,86(317)385-0181,1644384504,1644384650,146,"Santa Cruz",California,"0 Dapin Alley",29
650,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,356(123)992-0999,1659192547,1659194515,1968,"San Francisco",California,"2 New Castle Road",25
651,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,86(806)191-7196,1660976771,1660979035,2264,"Redwood City",California,"9624 2nd Terrace",33
652,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,7(615)844-9516,1658768207,1658769654,1447,"San Diego",California,"337 Welch Trail",39
653,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,212(780)387-2949,1656570996,1656575470,4474,Oakland,California,"85369 Independence Lane",16
654,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,86(521)154-8375,1651833874,1651838358,4484,"Los Angeles",California,"2707 Linden Place",14
655,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,33(831)446-5581,1638061840,1638063966,2126,"Redwood City",California,"9624 2nd Terrace",33
656,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,593(218)348-7628,1635901975,1635906091,4116,"San Francisco",California,"1 Prairieview Lane",21
657,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,7(615)844-9516,1642096440,1642096963,523,Lancaster,California,"646 Carpenter Plaza",23
658,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,55(387)322-6848,1632715244,1632716574,1330,Richmond,California,"75 Talmadge Place",20
659,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,62(895)811-6103,1649339221,1649342818,3597,"Long Beach",California,"94032 Alpine Center",41
660,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,62(895)811-6103,1640291685,1640292297,612,Irvine,California,"4365 Steensland Pass",22
661,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,212(780)387-2949,1648383942,1648384649,707,"Huntington Beach",California,"64153 Birchwood Crossing",24
662,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,62(500)122-2049,1639569589,1639570110,521,Carlsbad,California,"1 Bartelt Lane",31
663,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,55(726)656-6186,1652722010,1652724544,2534,"Long Beach",California,"50207 Riverside Alley",10
664,"Hieronymus Blaskett",Hieronymus,Blaskett,55(349)599-8866,212(780)387-2949,1635166648,1635167394,746,Richmond,California,"75 Talmadge Place",20
665,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,55(387)322-6848,1639394752,1639395741,989,Fresno,California,"17646 Prairie Rose Drive",5
666,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,62(906)288-1488,1643481109,1643486052,4943,Richmond,California,"75 Talmadge Place",20
667,"Alair Harower",Alair,Harower,230(952)254-2856,66(191)311-1807,1644042799,1644045269,2470,"Los Angeles",California,"854 Corscot Parkway",8
668,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,963(417)537-8882,1644626409,1644628023,1614,"Los Angeles",California,"2707 Linden Place",14
669,"Waring Mordy",Waring,Mordy,62(922)388-7545,234(685)245-1915,1640351954,1640352124,170,"Los Angeles",California,"8 Esch Street",49
670,"Irene Albert",Irene,Albert,62(185)986-1070,55(854)499-0789,1640414597,1640418712,4115,"San Francisco",California,"60 Fisk Way",45
671,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,373(885)381-2656,1658906087,1658906490,403,"San Diego",California,"337 Welch Trail",39
672,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,48(634)965-2665,1639752659,1639756656,3997,"Los Angeles",California,"854 Corscot Parkway",8
673,"Charin Wass",Charin,Wass,48(171)207-5006,66(191)311-1807,1640255880,1640257241,1361,"Los Angeles",California,"6143 International Place",46
674,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,593(218)348-7628,1652719843,1652720227,384,"Los Angeles",California,"2707 Linden Place",14
675,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,7(615)844-9516,1658170667,1658171928,1261,Pasadena,California,"42482 Scott Court",2
676,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,63(529)477-0399,1659173600,1659178001,4401,Richmond,California,"7 Memorial Trail",18
677,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,86(806)191-7196,1651695588,1651699612,4024,Stockton,California,"647 Larry Park",44
678,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,55(854)499-0789,1656344098,1656346149,2051,Oakland,California,"85369 Independence Lane",16
679,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,86(473)129-7337,1648571081,1648575725,4644,Fresno,California,"17646 Prairie Rose Drive",5
680,"Alair Harower",Alair,Harower,230(952)254-2856,62(500)122-2049,1648780283,1648783022,2739,"Redwood City",California,"9624 2nd Terrace",33
681,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,46(512)805-0306,1643319357,1643319971,614,"Los Angeles",California,"2707 Linden Place",14
682,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,55(854)499-0789,1638100470,1638101518,1048,"San Jose",California,"7161 Division Park",26
683,"Binni Rumming",Binni,Rumming,62(579)581-9409,86(317)385-0181,1635300751,1635303863,3112,"San Francisco",California,"60 Fisk Way",45
684,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,356(123)992-0999,1647931543,1647933807,2264,Irvine,California,"6642 Rowland Junction",30
685,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,66(191)311-1807,1658921470,1658924816,3346,Oakland,California,"0443 Mesta Trail",28
686,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,46(295)230-5292,1631929793,1631930800,1007,"Long Beach",California,"678 Elgar Terrace",1
687,"Binni Rumming",Binni,Rumming,62(579)581-9409,351(280)695-9593,1639888854,1639890285,1431,Irvine,California,"4365 Steensland Pass",22
688,"Florie Satchell",Florie,Satchell,52(586)779-1666,48(634)965-2665,1654840099,1654841565,1466,"San Diego",California,"60354 Monica Crossing",38
689,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,62(869)779-9681,1659019982,1659024680,4698,Carlsbad,California,"1 Bartelt Lane",31
690,"Irene Albert",Irene,Albert,62(185)986-1070,52(572)373-3046,1651522944,1651527568,4624,Oakland,California,"0443 Mesta Trail",28
691,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,7(512)226-1547,1658459979,1658461217,1238,"San Diego",California,"60354 Monica Crossing",38
692,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,48(634)965-2665,1654890905,1654894373,3468,"Huntington Beach",California,"64153 Birchwood Crossing",24
693,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,86(806)191-7196,1642322108,1642325906,3798,Petaluma,California,"22898 Moulton Terrace",48
694,"Bambie Benge",Bambie,Benge,86(211)608-3729,81(349)168-5517,1648447676,1648449643,1967,"Santa Cruz",California,"0 Dapin Alley",29
695,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,86(521)154-8375,1659208549,1659212080,3531,Oakland,California,"85369 Independence Lane",16
696,"Irene Albert",Irene,Albert,62(185)986-1070,33(819)524-5775,1654807119,1654811530,4411,Irvine,California,"6642 Rowland Junction",30
697,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,373(885)381-2656,1640762565,1640766099,3534,Sacramento,California,"4 Corry Park",37
698,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,63(529)477-0399,1649789525,1649792523,2998,"Long Beach",California,"52 Arizona Parkway",43
699,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,212(780)387-2949,1658648007,1658652243,4236,Irvine,California,"5578 Hoffman Trail",40
700,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,7(400)194-7922,1651128486,1651131112,2626,"Santa Cruz",California,"0 Dapin Alley",29
701,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,234(735)131-5980,1644001106,1644003759,2653,Inglewood,California,"51 Brentwood Junction",4
702,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,48(457)911-6423,1644202507,1644203839,1332,"Long Beach",California,"678 Elgar Terrace",1
703,"Elroy Kohrding",Elroy,Kohrding,7(342)124-4818,55(854)499-0789,1644977323,1644982026,4703,Inglewood,California,"51 Brentwood Junction",4
704,"Irene Albert",Irene,Albert,62(185)986-1070,234(735)131-5980,1645099818,1645102150,2332,"Long Beach",California,"50207 Riverside Alley",10
705,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,33(819)524-5775,1652592424,1652595862,3438,Oakland,California,"0443 Mesta Trail",28
706,"Binni Rumming",Binni,Rumming,62(579)581-9409,850(839)808-5074,1652909105,1652911601,2496,Lancaster,California,"646 Carpenter Plaza",23
707,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,86(521)154-8375,1634110233,1634114739,4506,"Los Angeles",California,"6143 International Place",46
708,"Bambie Benge",Bambie,Benge,86(211)608-3729,62(906)288-1488,1636064367,1636069205,4838,"Los Angeles",California,"01978 Susan Pass",6
709,"Charin Wass",Charin,Wass,48(171)207-5006,86(722)958-3884,1656682678,1656686999,4321,Pasadena,California,"42482 Scott Court",2
710,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,63(529)477-0399,1635463175,1635463363,188,Irvine,California,"6642 Rowland Junction",30
711,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,963(417)537-8882,1657730979,1657733953,2974,Irvine,California,"5578 Hoffman Trail",40
712,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,55(726)656-6186,1656248603,1656249533,930,Sacramento,California,"4 Corry Park",37
713,"Waring Mordy",Waring,Mordy,62(922)388-7545,55(387)322-6848,1636321738,1636324312,2574,Fullerton,California,"61 Washington Parkway",12
714,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,86(521)154-8375,1643135403,1643138817,3414,"San Bernardino",California,"7712 Chive Park",15
715,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,234(735)131-5980,1629933676,1629936779,3103,"San Francisco",California,"2 New Castle Road",25
716,"Alair Harower",Alair,Harower,230(952)254-2856,963(417)537-8882,1633972564,1633974854,2290,"San Francisco",California,"1 Prairieview Lane",21
717,"Rube Patshull",Rube,Patshull,27(692)289-3868,55(854)499-0789,1660265162,1660267628,2466,Petaluma,California,"22898 Moulton Terrace",48
718,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,86(567)852-1792,1631930885,1631934171,3286,"Santa Cruz",California,"0 Dapin Alley",29
719,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,46(295)230-5292,1644743422,1644747252,3830,"Long Beach",California,"50207 Riverside Alley",10
720,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,7(400)194-7922,1635007039,1635007216,177,Pasadena,California,"42482 Scott Court",2
721,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,52(572)373-3046,1654955059,1654955775,716,Berkeley,California,"0 Pennsylvania Street",42
722,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,7(512)226-1547,1629742441,1629746107,3666,"Long Beach",California,"52 Arizona Parkway",43
723,"Irene Albert",Irene,Albert,62(185)986-1070,7(707)282-7580,1647050261,1647053718,3457,"San Diego",California,"3 Thierer Pass",19
724,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,998(108)587-2824,1638964176,1638967388,3212,"San Diego",California,"2149 Luster Point",3
725,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,48(634)965-2665,1652612784,1652617112,4328,"Redwood City",California,"9624 2nd Terrace",33
726,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,62(895)811-6103,1652236208,1652237752,1544,"Los Angeles",California,"8 Esch Street",49
727,"Binni Rumming",Binni,Rumming,62(579)581-9409,48(457)911-6423,1635955740,1635957551,1811,"Long Beach",California,"678 Elgar Terrace",1
728,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,86(567)852-1792,1658641679,1658646341,4662,Carlsbad,California,"2747 Russell Hill",34
729,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,63(519)969-3726,1637383425,1637387418,3993,"San Francisco",California,"2 New Castle Road",25
730,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,55(854)499-0789,1643331883,1643333560,1677,Sacramento,California,"6357 Northwestern Pass",36
731,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,998(108)587-2824,1630915659,1630915868,209,"Santa Cruz",California,"0 Dapin Alley",29
732,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,63(519)969-3726,1644781197,1644781377,180,"San Diego",California,"2149 Luster Point",3
733,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,212(780)387-2949,1634130399,1634131483,1084,Fresno,California,"17646 Prairie Rose Drive",5
734,"Elroy Kohrding",Elroy,Kohrding,7(342)124-4818,7(512)226-1547,1655499106,1655502100,2994,Pasadena,California,"42482 Scott Court",2
